date,item,quantity sold,price,market location
2026-01-17,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-17,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-17,Lentil soup,2.0,7.99,Mt Sac Farmers Market
2026-01-17,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-17,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-17,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 12 Balls,2.0,6.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-17,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-17,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-01-17,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-01-17,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-01-17,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-17,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-17,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-17,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-17,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-17,Strawberry yogurt,3.0,4.99,Mt Sac Farmers Market
2026-01-17,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-17,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-24,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-24,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-24,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-24,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-24,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-24,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-24,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-24,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-24,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-24,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-24,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-24,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-24,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-24,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-24,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-24,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-01-24,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-24,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-24,Strawberry yogurt,4.0,4.99,Mt Sac Farmers Market
2026-01-24,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-24,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-24,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-24,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-24,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-24,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-24,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-24,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-24,Water,1.0,1.0,Mt Sac Farmers Market
2026-01-31,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-31,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-31,Lentil soup,2.0,7.99,Mt Sac Farmers Market
2026-01-31,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-31,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-31,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-01-31,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-31,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-31,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-31,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-31,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-01-31,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-31,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-31,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-01-31,Pani Puri 5 Balls,2.0,3.0,Mt Sac Farmers Market
2026-01-31,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-01-31,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-01-31,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-01-31,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-01-31,Strawberry yogurt,2.0,4.99,Mt Sac Farmers Market
2026-01-31,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-31,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-01-31,Strawberry yogurt,2.0,4.99,Mt Sac Farmers Market
2026-02-07,Lentil soup,2.0,7.99,Mt Sac Farmers Market
2026-02-07,Lentil soup,1.0,7.99,Mt Sac Farmers Market
2026-02-07,Lentil soup,1.0,7.99,Mt Sac Farmers Market
